Name,Status,Section,Activity,Term,Mode of Delivery,Interval,Days,Start Time,End Time,Section Comments,Requires In-Person Attendance,Total Seats Remaining:,Currently Registered:,General Seats Remaining:,Restricted Seats Remaining*:,Course URL
"CHANWAY, CHRISTOPHER",Full,APBI 342 001,Lecture,2,In-Person,,Tue Thu,11:00,12:00,"Section Comments  Students in the Faculty of Land and Food Systems should be registering in the APBI 342 section, not the FRST 310 section.",Yes,0,23,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=APBI&course=342&section=001
"CHANWAY, CHRISTOPHER",Full,APBI 342 L01,Laboratory,2,In-Person,,Tue,14:00,17:00,,Yes,0,23,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=APBI&course=342&section=L01
"CHANWAY, CHRISTOPHER",Full,FRST 303 101,Lecture,1,Online,,Tue Thu,11:00,12:30,"Section Comments   It is only open to non-Forestry students, and is accepted by the Faculty of Arts as Science credits.  No background in math or science is required.  This course is NOT recommended for 1st year students.",No,0,1643,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=303&section=101
"CHANWAY, CHRISTOPHER",Blocked,FRST 303 WL1,Waiting List,1,In-Person,,,,,,Yes,300,0,0,300,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=303&section=WL1
"CHANWAY, CHRISTOPHER",Full,FRST 310 001,Lecture,2,In-Person,,Tue Thu,11:00,12:00,Section Comments  Same as APBI 342,Yes,0,10,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=310&section=001
"CHANWAY, CHRISTOPHER",Full,FRST 310 L01,Laboratory,2,In-Person,,Tue,14:00,17:00,,Yes,0,10,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=310&section=L01
"CLEARY, MICHELLE",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1474197&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"COHEN, DAVID H.",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1489635&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"COLTON, CHRISTOPHER",,CONS 127 201,Lecture,1,In-Person,,Tue Thu,12:30,14:00,"Section Comments  This course meets the BA Science Requirement - http://www.calendar.ubc.ca/vancouver/?tree=12,197,282,55",Yes,4,406,4,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CONS&course=127&section=201
"COLTON, CHRISTOPHER",Full,CONS 127 203,Lecture,2,In-Person,,Mon Tue,17:00,18:30,,Yes,0,449,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CONS&course=127&section=203
"COLTON, CHRISTOPHER",,CONS 340 201,Lecture,2,In-Person,,Mon,8:00,10:00,,Yes,4,96,4,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=CONS&course=340&section=201
"COLTON, CHRISTOPHER",Full,FRST 232 101,Lecture,1,Hybrid,,Mon Wed Fri,16:00,17:00,"Section Comments  Please note that this is a hybrid course, and students can join in person or online. This course is also open to non-Forestry students",Yes,0,75,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=232&section=101
"COLTON, CHRISTOPHER",,FRST 232 L02,Laboratory,1,Hybrid,,Wed,17:00,19:00,,Yes,5,55,5,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=232&section=L02
"COLTON, CHRISTOPHER",,FRST 443 201,Lecture,2,In-Person,,Thu,8:00,10:00,,Yes,13,153,13,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=443&section=201
"COLTON, CHRISTOPHER",Full,FRST 443 LA1,Laboratory,2,In-Person,,Tue,8:00,10:00,,Yes,0,47,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=443&section=LA1
"COLTON, CHRISTOPHER",,FRST 443 LA2,Laboratory,2,In-Person,,Wed,8:00,10:00,,Yes,5,42,5,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=443&section=LA2
"COLTON, CHRISTOPHER",,FRST 443 LA3,Laboratory,2,In-Person,,Wed,18:00,20:00,,Yes,5,35,5,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=443&section=LA3
"COLTON, CHRISTOPHER",,FRST 443 LA4,Laboratory,2,In-Person,,Fri,8:00,10:00,,Yes,11,29,11,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=443&section=LA4
"COOPS, NICHOLAS CHARLES",Full,FRST 538 101,Lecture,1,In-Person,,Mon,11:00,12:00,"Section Comments  - Select one Laboratory from sections L02, L03- Select one Lab:  MSFM Students = L02; all other students = L03",Yes,0,42,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=538&section=101
"COOPS, NICHOLAS CHARLES",Restricted,FRST 538 L02,Laboratory,1,In-Person,,Mon,12:00,14:00,,Yes,2,18,0,2,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=538&section=L02
"COOPS, NICHOLAS CHARLES",Full,FRST 538 L03,Laboratory,1,In-Person,,Mon,12:00,14:00,,Yes,0,24,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=538&section=L03
"COOPS, NICHOLAS CHARLES",Restricted,GEM 520 101,Lecture,1,In-Person,,Thu,9:00,12:00,,Yes,7,29,0,7,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=GEM&course=520&section=101
"COOPS, NICHOLAS CHARLES",Restricted,GEM 521 201,Lecture,2,In-Person,,Tue,9:00,12:00,,Yes,8,28,0,8,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=GEM&course=521&section=201
"COUPLAND, KATHLEEN DAWN",,FRST 422 101,Lecture,1,In-Person,,Thu,13:00,15:00,,Yes,17,47,17,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=422&section=101
"COUPLAND, KATHLEEN DAWN",Full,FRST 422 99A,Lecture,1,Online,,,,,Section Comments  This course is open to working professional. Students wanting to register in the DE version of FRST 422 will need to have their Program Director and the instructor approvals in order to join.,No,0,14,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=422&section=99A
"COUPLAND, KATHLEEN DAWN",,FRST 422 T01,Tutorial,1,In-Person,,Wed,13:00,16:00,,Yes,10,22,10,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=422&section=T01
"COUPLAND, KATHLEEN DAWN",,FRST 422 T02,Tutorial,1,In-Person,,Fri,13:00,16:00,,Yes,7,25,7,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=422&section=T02
"CUFF, LINDSAY",Restricted,FRST 150 201,Lecture,2,In-Person,,Mon Wed,10:00,11:00,,Yes,3,27,0,3,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=150&section=201
"CUFF, LINDSAY",Full,FRST 150 203,Lecture,2,In-Person,,Tue Thu,12:30,14:00,,Yes,0,30,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=150&section=203
"CUFF, LINDSAY",Restricted,FRST 150 T01,Tutorial,2,In-Person,,Fri,10:00,11:00,,Yes,3,27,0,3,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=150&section=T01
"CUFF, LINDSAY",Restricted,FRST 544 104,Lecture,2,Hybrid,,Wed,13:30,16:30,"Section Comments  Registration is currently restricted to Forestry graduate students. Non-restricted seats may be released closer to the start of term; contact the instructor AT THE END OF TERM 1 for permission, if seats show as still available.This activity has both an in-person and online option. Students have a choice to attend in-person or participate online.",Yes,6,9,0,6,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=544&section=104
"CUFF, LINDSAY",Restricted,LFS 150 001,Lecture,1,In-Person,,Mon Wed Fri,14:00,15:00,,Yes,1,29,0,1,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=LFS&course=150&section=001
"CUFF, LINDSAY",Restricted,LFS 150 006,Lecture,1,In-Person,,Mon Wed Fri,16:00,17:00,,Yes,2,28,0,2,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=LFS&course=150&section=006
"CUFF, LINDSAY",Restricted,LFS 150 201,Lecture,2,In-Person,,Mon Wed,10:00,11:00,Section Comments  This section is for students admitted to the LAND ONE program only. Land One students must register in BOTH the lecture (section 201) and the tutorial (section T01) to complete their registration. Other LFS students should register into another section of LFS 150 or WRDS 150.,Yes,11,19,0,11,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=LFS&course=150&section=201
"CUFF, LINDSAY",Restricted,LFS 150 T01,Tutorial,2,In-Person,,Fri,10:00,11:00,Section Comments  This section is for students admitted to the LAND ONE program only. Land One students must register in BOTH the lecture (section 201) and the tutorial (section T01) to complete their registration. Other LFS students should register into another section of LFS 150 or WRDS 150.,Yes,11,19,0,11,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=LFS&course=150&section=T01
"CULBERT, PATRICK",Full,BEST 203 L1A,Laboratory,2,In-Person,,Fri,9:00,11:00,,Yes,0,35,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=BEST&course=203&section=L1A
"CULBERT, PATRICK",Blocked,FRST 350 101,Field Trip,1,In-Person,,,,,,Yes,49,31,49,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=350&section=101
"CULBERT, PATRICK",,FRST 500 101,Lecture,1,In-Person,,Wed,13:30,14:30,,Yes,10,5,10,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=500&section=101
"DANIELS, LORI",,FRST 211 201,Lecture,2,In-Person,,Mon Wed Fri,13:00,14:00,Section Comments  Course includes off campus field labs some lab days from 8:00 to 18:00.  Forestry students are encouraged to enroll in both Frst 200/210 and 201/211 in the same year.  This course is also open to non-Forestry students who meet the prerequisites.,Yes,41,144,41,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=211&section=201
"DANIELS, LORI",,FRST 211 L01,Laboratory,2,In-Person,,Tue,8:00,10:00,Section Comments  PLEASE NOTE That there will be one full day optional Tuesday field trip.,Yes,20,16,20,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=211&section=L01
"DANIELS, LORI",,FRST 211 L02,Laboratory,2,In-Person,,Tue,10:00,12:00,Section Comments  PLEASE NOTE That there will be one full day optional Tuesday field trip.,Yes,6,30,6,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=211&section=L02
"DANIELS, LORI",Full,FRST 211 L03,Laboratory,2,In-Person,,Tue,12:00,14:00,Section Comments  PLEASE NOTE That there will be one full day optional Tuesday field trip.,Yes,0,37,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=211&section=L03
"DANIELS, LORI",Full,FRST 211 L04,Laboratory,2,In-Person,,Tue,14:00,16:00,Section Comments  PLEASE NOTE That there will be one full day optional Tuesday field trip.,Yes,0,36,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=211&section=L04
"DANIELS, LORI",,FRST 211 L05,Laboratory,2,In-Person,,Tue,16:00,18:00,Section Comments  PLEASE NOTE That there will be one full day optional Tuesday field trip.,Yes,12,24,12,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=211&section=L05
"DANIELS, LORI",,FRST 320 101,Lecture,1,In-Person,,Tue Thu,8:00,9:30,,Yes,47,73,47,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=320&section=101
"DANIELS, LORI",,FRST 320 L01,Laboratory,1,In-Person,,Tue,13:00,15:00,Section Comments  Please be advised that the lab section for FRST 320 alternates with the lab section for FRST 305.,Yes,2,58,2,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=320&section=L01
"DANIELS, LORI",,FRST 320 L02,Laboratory,1,In-Person,,Tue,13:00,15:00,Section Comments  Please be advised that the lab section for FRST 320 alternates with the lab section for FRST 305.,Yes,45,15,45,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=320&section=L02
"DANIELS, LORI",Blocked,FRST 351 101,Field Trip,1,In-Person,,,,,"Section Comments  Fall Camp will be held starting Sunday August 28 to Saturday September 3, 2022.",Yes,4,46,4,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=351&section=101
"DANIELS, LORI",Blocked,FRST 351 102,Field Trip,1,In-Person,,,,,"Section Comments  This Section of Fall Camp will be offered from August 31st to September 4th, 2021Tuesday August 31st Field Trip from the UBC Vancouver CampusWednesday September 1st to Saturday September 4th students will be at Malcolm Knapp Reaseach Forest",Yes,50,0,50,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=351&section=102
"DAY, SUSAN",Restricted,UFOR 300 101,Lecture,1,In-Person,,Tue,14:00,17:00,,Yes,35,45,0,35,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=UFOR&course=300&section=101
"DAY, SUSAN",,UFOR 300 L01,Laboratory,1,In-Person,,Thu,14:00,17:00,,Yes,35,45,35,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=UFOR&course=300&section=L01
"DAY, SUSAN",Full,UFOR 420 101,Lecture,1,In-Person,,Tue Thu,11:00,12:30,,Yes,0,16,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=UFOR&course=420&section=101
"DAY, SUSAN",,UFOR 520 101,Lecture,1,In-Person,,Tue Thu,11:00,12:30,,Yes,1,5,1,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=UFOR&course=520&section=101
"DESCALZO, ROLANDO",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1075651&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"DESPARD, ERIN",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=2086616&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"DRENNER, STEPHEN",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1518170&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"EL-KASSABY, YOUSRY",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1300238&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"EL-LAKANY, HOSNY",Restricted,FRST 543 201,Lecture,2,In-Person,,Mon Tue Wed Thu Fri,9:00,12:00,Section Comments  Restricted Registration. Condensed module course in April; registered students will receive exact schedule from the Program Coordinator.,Yes,7,13,0,7,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=543&section=201
"ESKELSON, BIANCA",,FRST 430 101,Lecture,1,In-Person,,Mon Wed Fri,12:00,13:00,Section Comments  This course is also open to non-Forestry students who meet the prerequisites.,Yes,25,40,3,22,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=430&section=101
"ESKELSON, BIANCA",,FRST 430 L01,Laboratory,1,In-Person,,Thu,10:00,12:00,,Yes,25,40,25,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=430&section=L01
"ESKELSON, BIANCA",,FRST 533C 101,Lecture,1,In-Person,,Wed,9:00,11:00,Section Comments  Seperate lab section for grad students (FRST 533C.L01),Yes,1,29,1,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=533C&section=101
"ESKELSON, BIANCA",,FRST 533C L01,Laboratory,1,In-Person,,Wed,11:00,12:00,,Yes,2,28,2,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=533C&section=L01
"ESKELSON, BIANCA",Restricted,GEM 540 001,Lecture,1-2,In-Person,,Thu,13:00,16:00,Section Comments  This course meets in the first 8 weeks of the Fall Term and the first 6 weeks of the Winter Term.  Days/Times are different in Fall and Winter.,Yes,6,28,0,6,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=GEM&course=540&section=001
"ESKELSON, BIANCA",,,Lecture,1-2,In-Person,,Tue Thu,13:00,15:00,Section Comments  This course meets in the first 8 weeks of the Fall Term and the first 6 weeks of the Winter Term.  Days/Times are different in Fall and Winter.,Yes
"EVANS OGDEN, LESLEY",NO COURSES FOUND,https://courses.students.ubc.ca/cs/courseschedule?pname=inst&ubcid=1304345&catano=0&term=1&sessyr=2022&sesscd=W&campuscd=UBC
"EVANS, PHILIP DAVID",Full,FRST 210 201,Lecture,2,In-Person,,Mon Wed Fri,9:00,10:00,Section Comments   This course is also open to non-Forestry students who meet the prerequisites.,Yes,0,182,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=210&section=201
"EVANS, PHILIP DAVID",,FRST 210 L01,Laboratory,2,In-Person,,Tue,8:00,10:00,,Yes,1,34,1,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=210&section=L01
"EVANS, PHILIP DAVID",Full,FRST 210 L02,Laboratory,2,In-Person,,Tue,10:00,12:00,,Yes,0,39,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=210&section=L02
"EVANS, PHILIP DAVID",Full,FRST 210 L03,Laboratory,2,In-Person,,Tue,12:00,14:00,,Yes,0,36,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=210&section=L03
"EVANS, PHILIP DAVID",Full,FRST 210 L04,Laboratory,2,In-Person,,Tue,14:00,16:00,,Yes,0,38,0,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=210&section=L04
"EVANS, PHILIP DAVID",,FRST 210 L05,Laboratory,2,In-Person,,Tue,16:00,18:00,,Yes,1,34,1,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=FRST&course=210&section=L05
"EVANS, PHILIP DAVID",,WOOD 280 101,Lecture,1,In-Person,,Mon Wed Fri,10:00,11:00,,Yes,25,15,25,0,https://courses.students.ubc.ca/cs/courseschedule?pname=subjarea&tname=subj-section&dept=WOOD&course=280&section=101
